"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","dupe_count"
0,0.277173913043478,0.153846153846154,0.0225806451612903,0.0595533498759305,0.635514018691589,0.648,0.186940966010732,0.731182795698925,0.118343195266272,0.369047619047625,5,2
0,0.277173913043478,0.153846153846154,0.0225806451612903,0.0595533498759305,0.635514018691589,0.648,0.186940966010732,0.731182795698925,0.118343195266272,0.369047619047625,5,2
0,0.28804347826087,0.373626373626374,0.0129032258064516,0.138957816377171,0.289719626168224,0.548,0.153846153846154,0.483870967741936,0.0828402366863905,0.303571428571428,5,2
0,0.28804347826087,0.373626373626374,0.0129032258064516,0.138957816377171,0.289719626168224,0.548,0.153846153846154,0.483870967741936,0.0828402366863905,0.303571428571428,5,2
0.00943396226415091,0.206521739130435,0.351648351648352,0.125806451612903,0.0496277915632754,0.532710280373832,0.688,0.0724508050089427,0.709677419354839,0.029585798816568,0.75,7,2
0.00943396226415091,0.206521739130435,0.351648351648352,0.125806451612903,0.0496277915632754,0.532710280373832,0.688,0.0724508050089427,0.709677419354839,0.029585798816568,0.75,7,2
0.00943396226415091,0.271739130434783,0.175824175824176,0.0290322580645161,0.0918114143920596,0.0841121495327103,0.364,0.168157423971377,0.741935483870968,0.106508875739645,0.410714285714286,6,3
0.00943396226415091,0.271739130434783,0.175824175824176,0.0290322580645161,0.0918114143920596,0.0841121495327103,0.364,0.168157423971377,0.741935483870968,0.106508875739645,0.410714285714286,6,3
0.00943396226415091,0.271739130434783,0.175824175824176,0.0290322580645161,0.0918114143920596,0.0841121495327103,0.364,0.168157423971377,0.741935483870968,0.106508875739645,0.410714285714286,6,3
0.00943396226415091,0.293478260869565,0.274725274725275,0.232258064516129,0.0471464019851117,0.214953271028037,0.44,0.199910554561717,0.645161290322581,0.0828402366863905,0.517857142857143,6,2
0.00943396226415091,0.293478260869565,0.274725274725275,0.232258064516129,0.0471464019851117,0.214953271028037,0.44,0.199910554561717,0.645161290322581,0.0828402366863905,0.517857142857143,6,2
0.0188679245283018,0.228260869565217,0.307692307692308,0.248387096774194,0.0347394540942928,0.242990654205607,0.404,0.229874776386401,0.612903225806451,0.0650887573964497,0.464285714285714,6,2
0.0188679245283018,0.228260869565217,0.307692307692308,0.248387096774194,0.0347394540942928,0.242990654205607,0.404,0.229874776386401,0.612903225806451,0.0650887573964497,0.464285714285714,6,2
0.0188679245283018,0.271739130434783,0.241758241758242,0.032258064516129,0.0372208436724566,0.158878504672897,0.332,0.0608228980321968,0.774193548387096,0.0710059171597633,0.732142857142857,7,3
0.0188679245283018,0.271739130434783,0.241758241758242,0.032258064516129,0.0372208436724566,0.158878504672897,0.332,0.0608228980321968,0.774193548387096,0.0710059171597633,0.732142857142857,7,3
0.0188679245283018,0.271739130434783,0.241758241758242,0.032258064516129,0.0372208436724566,0.158878504672897,0.332,0.0608228980321968,0.774193548387096,0.0710059171597633,0.732142857142857,7,3
0.0188679245283018,0.293478260869565,0.285714285714286,0.2,0.054590570719603,0.327102803738318,0.456,0.176207513416814,0.634408602150537,0.0828402366863905,0.553571428571428,6,3
0.0188679245283018,0.293478260869565,0.285714285714286,0.2,0.054590570719603,0.327102803738318,0.456,0.176207513416814,0.634408602150537,0.0828402366863905,0.553571428571428,6,3
0.0188679245283018,0.293478260869565,0.285714285714286,0.2,0.054590570719603,0.327102803738318,0.456,0.176207513416814,0.634408602150537,0.0828402366863905,0.553571428571428,6,3
0.0283018867924528,0.0815217391304348,0.362637362637363,0.032258064516129,0.0397022332506204,0.11214953271028,0.212,0.0809481216457953,0.548387096774193,0.343195266272189,0.625,8,2
0.0283018867924528,0.0815217391304348,0.362637362637363,0.032258064516129,0.0397022332506204,0.11214953271028,0.212,0.0809481216457953,0.548387096774193,0.343195266272189,0.625,8,2
0.0283018867924528,0.173913043478261,0.494505494505495,0.103225806451613,0.0372208436724566,0.186915887850467,0.488,0.181574239713773,0.817204301075268,0.136094674556213,0.5,8,2
0.0283018867924528,0.173913043478261,0.494505494505495,0.103225806451613,0.0372208436724566,0.186915887850467,0.488,0.181574239713773,0.817204301075268,0.136094674556213,0.5,8,2
0.0283018867924528,0.282608695652174,0,0.0387096774193548,0.0942928039702233,0.242990654205607,0.228,0.163685152057245,0.956989247311828,0.313609467455621,1,6,2
0.0283018867924528,0.282608695652174,0,0.0387096774193548,0.0942928039702233,0.242990654205607,0.228,0.163685152057245,0.956989247311828,0.313609467455621,1,6,2
0.0283018867924528,0.391304347826087,0.043956043956044,0.0258064516129032,0.0595533498759305,0.392523364485981,0.452,0.0652951699463287,0.612903225806451,0.0414201183431953,0.660714285714286,8,2
0.0283018867924528,0.391304347826087,0.043956043956044,0.0258064516129032,0.0595533498759305,0.392523364485981,0.452,0.0652951699463287,0.612903225806451,0.0414201183431953,0.660714285714286,8,2
0.0377358490566037,0.0869565217391304,0.428571428571429,0.0129032258064516,0.0397022332506204,0.364485981308411,0.38,0.161896243291591,0.838709677419355,0.195266272189349,0.392857142857143,6,2
0.0377358490566037,0.0869565217391304,0.428571428571429,0.0129032258064516,0.0397022332506204,0.364485981308411,0.38,0.161896243291591,0.838709677419355,0.195266272189349,0.392857142857143,6,2
